总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
吉利远景 2011款 1.5L 舒适型,吉利远景,2011款,1.80,6.80,2011-08,4万公里,南京,国四,手动,3000元（车价x4%，最低3000元） ,吉利汽车,紧凑型车,1.5L 106马力 L4,5档手动变速箱(MT),4门5座三厢车,4602/1725/1485,2602,558,1200,1.5,自然吸气,L4,106,140,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,纵向摆臂+抗扭梁复合式悬架,通风盘式,盘式,-,195/60 R15,195/60 R15,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,加装,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
奔腾B50 2011款 1.6L 手动时尚型,奔腾B50,2011款,3.58,10.20,2012-01,6.5万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,一汽奔腾,紧凑型车,1.6L 103马力 L4,5档手动变速箱(MT),4门5座三厢车,4600/1785/1435,2675,450,-,1.6,自然吸气,L4,103,145,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,加装,标配,故障,无,无/无,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,1
北汽绅宝绅宝D50 2014款 1.5L 手动舒适版,北汽绅宝绅宝D50,2014款,5.50,8.90,2016-01,1.6万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,北京汽车,紧凑型车,1.5L 113马力 L4,5档手动变速箱(MT),4门5座三厢车,4582/1794/1486,2650,405,1270,1.5,自然吸气,L4,113,147,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
大众高尔夫 2012款 1.4TSI 自动舒适型,大众高尔夫,2012款,9.10,15.70,2013-03,5.3万公里,南京,国四,自动,3640元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),5门5座两厢车,4199/1786/1479,2578,350-13,1370,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1
别克凯越 2015款 1.5L 手动经典型,别克凯越,2015款,5.78,9.40,2016-01,3.8万公里,南京,国五,手动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 113马力 L4,5档手动变速箱(MT),4门5座三厢车,4515/1725/1445,2600,405,1210,1.5,自然吸气,L4,113,141,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,185/65 R14,185/65 R14,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Smartsmart fortwo 2012款 1.0 MHD 硬顶舒适版,Smartsmart,fortwo,6.40,13.90,2012-07,5.1万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,smart,微型车,1.0L 70马力 L3,5档机械式自动变速箱(AMT),3门2座两厢车,2695/1559/1565,1867,220-34,750,1.0,自然吸气,L3,70,92,汽油,95号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,鼓式,-,155/60 R15,175/55 R15,正常/正常,正常/无,正常/无,无,标配,无,无,标配,标配,无,标配,无,无,无,标配,标配/无,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福特福克斯 2011款 两厢 1.8L 手动舒适型,福特福克斯,2011款,4.50,12.50,2011-12,8.1万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),5门5座两厢车,4342/1840/1500,2640,385-12,1321,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,加装,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
雪铁龙C5 2010款 2.3L 自动尊贵型,雪铁龙C5,2010款,7.80,24.60,2010-09,5.8万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,东风雪铁龙,中型车,2.3L 171马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4805/1860/1458,2815,439,1600,2.3,自然吸气,L4,171,230,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
比亚迪G3 2012款 1.5L 手动豪华型,比亚迪G3,2012款,2.40,7.30,2012-05,5.24万公里,南京,国四,手动,3000元（车价x4%，最低3000元） ,比亚迪,紧凑型车,1.5L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4600/1705/1490,2610,440,1210,1.5,自然吸气,L4,109,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,故障,无,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,3,0
大众速腾 2012款 1.6L 手动舒适型,大众速腾,2012款,7.30,15.10,2012-11,11.65万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4644/1778/1482,2651,510,1290,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,故障,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,无,无,标配,无/无,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
雪铁龙C5 2011款 东方之旅 2.0L 自动舒适型,雪铁龙C5,2011款,7.50,20.70,2011-11,7.3万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,东风雪铁龙,中型车,2.0L 147马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4805/1860/1458,2815,439,1541,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R16,225/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,0
大众速腾 2014款 改款 1.6L 自动舒适型,大众速腾,2014款,11.00,16.40,2015-05,0.95万公里,南京,国四,自动,4400元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4644/1778/1482,2651,510,1340,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
福特福克斯 2011款 两厢 1.8L 自动时尚型,福特福克斯,2011款,5.00,13.90,2011-08,8.59万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,4档手自一体变速箱(AT),5门5座两厢车,4342/1840/1500,2640,385-12,1330,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2
大众速腾 2013款 2.0TSI GLI,大众速腾,2013款,13.00,24.50,2014-07,8.8万公里,南京,国四,自动,5200元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,2.0T 200马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4644/1778/1482,2651,510,1455,2.0,涡轮增压,L4,200,280,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/45 R17,225/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0
标致508 2013款 2.0L 两周年纪念 自动天窗经典版,标致508,2013款,9.28,19.70,2013-12,5.31万公里,南京,国四,自动,3712元（车价x4%，最低3500元） ,东风标致,中型车,2.0L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4826/1855/1465,2815,475,1541,2.0,自然吸气,L4,147,200,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1
斯柯达明锐 2014款 1.6L 自动逸俊版,斯柯达明锐,2014款,7.50,16.00,2013-11,5.7万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,1.6L 105马力 L4,6档手自一体变速箱(AT),5门5座掀背车,4569/1769/1462,2578,560-13,1322,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,标配,无,标配/标配,标配,标配,无,标配,标配,标配,加装,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
起亚K5 2012款 2.0L 自动DLX,起亚K5,2012款,11.30,20.50,2013-10,4.1万公里,南京,国四,自动,4520元（车价x4%，最低3500元） ,东风悦达起亚,中型车,2.0L 162马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4845/1830/1460,2795,-,1480,2.0,自然吸气,L4,162,194,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/45 R18,225/45 R18,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
起亚赛拉图 2012款 1.6L MT GL,起亚赛拉图,2012款,3.30,9.70,2011-12,11.14万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型车,1.6L 112马力 L4,5档手动变速箱(MT),4门5座三厢车,4500/1735/1470,2610,-,1235,1.6,自然吸气,L4,112,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,1
纳智捷优6 SUV 2015款 1.8T 时尚型,纳智捷优6,SUV,9.78,16.30,2015-06,4.6万公里,南京,国五,自动,3912元（车价x4%，最低3500元） ,东风裕隆,紧凑型SUV,1.8T 180马力 L4,6档手自一体变速箱(AT),5门5座SUV,4625/1825/1620,2720,-,1500,1.8,涡轮增压,L4,180,256,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
比亚迪S7 2016款 1.5T 手动尊贵型,比亚迪S7,2016款,7.28,12.70,2016-04,5.6万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,中型SUV,1.5T 154马力 L4,6档手动变速箱(MT),5门7座SUV,4835/1855/1720,2730,365-23,-,1.5,涡轮增压,L4,154,240,汽油,92号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众朗逸 2013款 改款经典 1.6L 自动舒适版,大众朗逸,2013款,8.85,15.00,2015-08,3.3万公里,南京,国四,自动,3540元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4605/1765/1460,2610,478,-,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
MG6 2010款 掀背 1.8L 自动贺岁版,MG6,2010款,4.60,15.30,2010-10,9.17万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,上汽集团,紧凑型车,1.8L 133马力 L4,5档手自一体变速箱(AT),5门5座掀背车,4653/1827/1478,2705,429-13,-,1.8,自然吸气,L4,133,170,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,215/55 R16,215/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1
别克凯越 2011款 1.6LE-MT,别克凯越,2011款,3.50,11.70,2011-05,8万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4515/1725/1445,2600,405,1250,1.6,自然吸气,L4,110,146,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,195/55 R15,195/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,4,1
本田锋范经典 2012款 1.5L 手动精英版,本田锋范经典,2012款,4.70,10.80,2012-09,6万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,广汽本田,小型车,1.5L 120马力 L4,5档手动变速箱(MT),4门5座三厢车,4422/1695/1470,2550,506,-,1.5,自然吸气,L4,120,145,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/60 R15,185/60 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0
标致3008 2015款 1.6THP 自动经典版,标致3008,2015款,11.80,20.50,2016-03,3.24万公里,南京,国四,自动,4720元（车价x4%，最低3500元） ,东风标致,紧凑型SUV,1.6T 167马力 L4,6档手自一体变速箱(AT),5门5座SUV,4428/1840/1652,2613,503,1540,1.6,涡轮增压,L4,167,245,汽油,92号,直喷,国四,,电子液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,无,无/无,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0
奔腾X80 2013款 2.3L 自动豪华型,奔腾X80,2013款,9.00,17.30,2014-12,6.4万公里,南京,国四,自动,3600元（车价x4%，最低3500元） ,一汽奔腾,紧凑型SUV,2.3L 160马力 L4,6档手自一体变速箱(AT),5门5座SUV,4586/1820/1695,2675,398,1570,2.3,自然吸气,L4,160,207,汽油,92号,多点电喷,国四,,机械液压助力,双横臂式独立悬架带横向稳定杆,多连杆悬架带横向稳定杆,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
现代新胜达 2010款 2.4 舒适版 七座四驱(进口),现代新胜达,2010款,10.08,27.10,2011-09,11.9万公里,南京,国四,自动,4032元（车价x4%，最低3500元） ,现代(进口),中型SUV,2.4L 174马力 L4,6档手自一体变速箱(AT),5门7座SUV,4660/1890/1760,2700,-,-,2.4,自然吸气,L4,174,225,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/60 R18,235/60 R18,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,2
现代名图 2014款 1.8L 自动智能型GLS,现代名图,2014款,10.90,16.30,2015-10,2.82万公里,南京,国四,自动,4360元（车价x4%，最低3500元） ,北京现代,中型车,1.8L 143马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4710/1820/1470,2770,526,1421,1.8,自然吸气,L4,143,176,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,标配,无,无,无,无,标配/标配,标配,无,标配,标配,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福特福睿斯 2015款 1.5L 手动时尚型,福特福睿斯,2015款,6.90,11.70,2016-03,3.3万公里,南京,国五,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.5L 113马力 L4,5档手动变速箱(MT),4门5座三厢车,4587/1825/1490,2687,448,1255,1.5,自然吸气,L4,113,142,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
福特翼搏 2013款 1.5L 自动尊贵型,福特翼搏,2013款,6.80,13.90,2013-07,7.37万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,小型SUV,1.5L 110马力 L4,6档双离合变速箱(DCT),5门5座SUV,4280/1785/1658,2530,348,1295,1.5,自然吸气,L4,110,140,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,鼓式,-,205/60 R16,205/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1
中华骏捷 2011款 1.6L 手动豪华型,中华骏捷,2011款,3.60,10.70,2011-02,7.14万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,华晨中华,中型车,1.6L 118马力 L4,5档手动变速箱(MT),4门5座三厢车,4648/1800/1450,2790,430,-,1.6,自然吸气,L4,118,150,汽油,92号,多点电喷,国四,,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
福特福克斯 2012款 三厢 1.6L 手动风尚型,福特福克斯,2012款,6.80,14.40,2014-05,3.5万公里,南京,国五,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),4门5座三厢车,4534/1823/1483,2648,530,1286,1.6,自然吸气,L4,125,159,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0
起亚福瑞迪 2014款 1.6L AT GL,起亚福瑞迪,2014款,6.00,11.80,2014-01,4.3万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型车,1.6L 123马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4560/1775/1460,2650,-,1206,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2
别克君威 2012款 2.4L SIDI旗舰版,别克君威,2012款,10.60,27.80,2012-09,2.9万公里,南京,国四,自动,4240元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.4L 186马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4830/1856/1484,2737,500,1615,2.4,自然吸气,L4,186,240,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,245/45 R18,245/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
现代i30 2009款 1.6L 手动舒享型,现代i30,2009款,3.50,10.80,2011-09,6.7万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,北京现代,紧凑型车,1.6L 123马力 L4,5档手动变速箱(MT),5门5座两厢车,4245/1775/1485,2650,307-12,1215,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,拖拽臂式,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1
大众速腾 2011款 1.6L 手动时尚型,大众速腾,2011款,5.10,14.40,2011-09,5.95万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 100马力 L4,5档手动变速箱(MT),4门5座三厢车,4544/1760/1461,2578,527,1353,1.6,自然吸气,L4,100,145,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,无,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,无,加装,加装,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,1
荣威350 2014款 1.5L 自动迅悦版,荣威350,2014款,6.50,10.80,2014-06,4.1万公里,南京,国四,自动,3500元（车价x4%，最低3500元） ,上汽集团,紧凑型车,1.5L 109马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4521/1788/1492,2650,458,1290,1.5,自然吸气,L4,109,135,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,H型扭力梁式非独立,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
马自达3星骋 2011款 三厢 1.6L 手动舒适型,马自达3星骋,2011款,4.90,12.20,2012-04,1.1万公里,南京,国四,手动,3500元（车价x4%，最低3500元） ,长安马自达,紧凑型车,1.6L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4595/1755/1475,2640,377,1225,1.6,自然吸气,L4,107,145,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
